21,1,BV1xb4y1t7Lg,659,5537238,31805,关于我莫名其妙上热搜第一，又被当地政府请去喝茶这件事,\/\/i0.hdslb.com\/bfs\/archive\/27f2298e1707d8b23bbe901f4f63d6a18f09cbe5.jpg,9580,96652,记录离谱的一周；感谢大家！,http:\/\/www.bilibili.com\/video\/av634139543
21,2,BV16L4y1v7Yg,326,3640763,9899,中国小伙向俄罗斯女友正式求婚 女友含泪说出：我愿意,\/\/i0.hdslb.com\/bfs\/archive\/50e97a61e5f2d36df439bc91c64c77f3b81586ff.jpg,5057,47719,中国小伙向俄罗斯女友正式求婚 女友含泪说出：我愿意,http:\/\/www.bilibili.com\/video\/av849151165
21,3,BV1bb4y1t7sF,657,3013606,17770,干净又卫生！爆改绵羊A货工厂，特别奖励芦荟汁一杯！,\/\/i0.hdslb.com\/bfs\/archive\/d12322170e8418c609df9d3c6ee0fc2b667c50bd.jpg,3323,67526,画质改造最终回！  这次我们去到了绵羊的A货工厂，还品尝到了绵羊亲手制作的芦荟汁，干净又卫生啊！朋友们！,http:\/\/www.bilibili.com\/video\/av634184803
21,4,BV1Uq4y137Lw,413,2755459,8022,对于黎明计划，我这个百万粉UP不会再继续沉默了,\/\/i0.hdslb.com\/bfs\/archive\/b6d602e8bfa5c4ed5ed3d1390c976af1a45cf744.jpg,16473,67055,没有简介,http:\/\/www.bilibili.com\/video\/av549137031
21,5,BV11h411x7Af,176,2646592,3843,点开前没想到这么好笑,\/\/i0.hdslb.com\/bfs\/archive\/40e437a1f47bb5210feb4a61a1bb6b10f5e4fcf7.jpg,4004,46426,http:\/\/t.cn\/A6xbecBT  前面有多实在，后面就有多好笑妈的，1分50s开始掉到我头掉,http:\/\/www.bilibili.com\/video\/av209214724
21,6,BV1g44y1v764,102,2597606,2802,没想到把一个呆萌的学妹变成校花只需要两个男生,\/\/i0.hdslb.com\/bfs\/archive\/d888409054811604c30f65aad1263babbee4e22d.jpg,4264,14502,-,http:\/\/www.bilibili.com\/video\/av976711795
21,7,BV11T4y197q2,348,2283265,10041,哥谭噩梦B站30万粉了！领“哈莉奎茵”和小“噩梦”出去吃大餐庆祝去！,\/\/i0.hdslb.com\/bfs\/archive\/eacf396a09604a05eef5560709511871681fdab2.jpg,6239,12792,我是真的想抽奖  但我电磁力才6  还是和上回一样 欠着！上次五个大会员这次十！,http:\/\/www.bilibili.com\/video\/av934147502
21,8,BV1if4y1T7Hr,198,2208701,742,成都市场监管探访知名自选快餐店“大米先生”餐盘称重作假问题,\/\/i0.hdslb.com\/bfs\/archive\/e8d63c27e2a8899f0e9148db4b7347902d591193.jpg,2190,7003,,http:\/\/www.bilibili.com\/video\/av379150085
21,9,BV1HP4y157o3,56,2166487,1140,那些打不败你的，终将让你更强大,\/\/i0.hdslb.com\/bfs\/archive\/af387f1088e7010be9f5f051c609db79cc58851d.jpg,3172,16869,-,http:\/\/www.bilibili.com\/video\/av891628190
21,10,BV1Qb4y1t7fS,226,1997180,9510,哥谭噩梦赫然的退伍证，军装 奖章 别骂了别骂了,\/\/i0.hdslb.com\/bfs\/archive\/11a345a78ac7a16b3b6344099f94839a3e323756.jpg,14604,19730,讨厌就拉黑  哪那么多事！喷我自己不搭理你 你蹬鼻子上脸了？看我好欺负 于是呼朋唤友一起来？别把不爱搭理你当成嚣张的资本,http:\/\/www.bilibili.com\/video\/av634232225
21,11,BV1bU4y1M793,312,1861386,1455,罗翔老师将b站【全部收入】捐出  迄今为止37万,\/\/i0.hdslb.com\/bfs\/archive\/38383b31db39f467b252ee12444a5c52fe232321.jpg,4006,11991,-,http:\/\/www.bilibili.com\/video\/av676641416
21,12,BV1P44y1v7kD,205,1680674,1508,幸运的人，用童年治愈一生,\/\/i0.hdslb.com\/bfs\/archive\/be80ec31a98d220c18b43a3d6d28a323e936b774.jpg,3352,32967,BGM：《Never grow up》\/Taylor Swift,http:\/\/www.bilibili.com\/video\/av976659072
21,13,BV1cf4y1M7JC,382,1656887,5401,如题，一些低俗的视频对学生们的影响已经很深了。,\/\/i0.hdslb.com\/bfs\/archive\/e3701ecf352be2e507cf854831d98eb767afa909.jpg,14364,24147,后面站着的几位大哥是从开学至今两个半月一直不买美术作业本的……,http:\/\/www.bilibili.com\/video\/av379191831
21,14,BV1jg411T7po,124,1576544,5682,以为是头发乱了 原来是我的心乱了,\/\/i0.hdslb.com\/bfs\/archive\/9ba725b07503c85b39790b451afcf60d4b626e3f.jpg,1842,36305,-,http:\/\/www.bilibili.com\/video\/av506709744
21,15,BV1qv411M7Nw,227,1480442,12071,这才是我 期待已久的心动男孩,\/\/i0.hdslb.com\/bfs\/archive\/876ec3dfe80978d0b5224a33245f301378ac59e7.jpg,2879,20688,-,http:\/\/www.bilibili.com\/video\/av251628623
21,16,BV11L411u7Pv,95,1398363,470,不赞网红不追星，只爱人民子弟兵！,\/\/i0.hdslb.com\/bfs\/archive\/fcc3feec54a8b3b912966a90a01e04caf231778e.jpg,816,7832,-,http:\/\/www.bilibili.com\/video\/av464127817
21,17,BV1vY411x75w,106,1304638,2217,你可能被绿了！长沙的某个男同学要注意）：,\/\/i0.hdslb.com\/bfs\/archive\/af29ffff869721dced26e5e0976b94f133fecfc6.jpg,7154,7522,第一条视频，,http:\/\/www.bilibili.com\/video\/av251700741
21,18,BV1M44y1e7oj,66,1269747,171,羡慕2字已经说累了！男子雪天为女友送惊喜，结局出乎意料,\/\/i0.hdslb.com\/bfs\/archive\/fffb6ed44fb835d975f7097370966e2b6f1fb50f.jpg,503,7691,11月10日，辽宁沈阳。一段秀恩爱的视频，酸倒一众网友。视频中，男子飞奔向女友。他掏出手机，要女友滑动照片。女友听话的滑了后，照片的结尾是男子准备的戒指。,http:\/\/www.bilibili.com\/video\/av976512789
21,19,BV1rU4y1g7FQ,129,1187978,6,老外为测试中国防弹玻璃是否抗高温，把岩浆到上去，结果怎么样,\/\/i0.hdslb.com\/bfs\/archive\/ca4f99953ab9559f9faec57c3fb639f866a83d5b.jpg,19,862,老外为测试中国防弹玻璃是否抗高温，把岩浆到上去，结果怎么样,http:\/\/www.bilibili.com\/video\/av676540521
21,20,BV1wh41147oa,195,1181829,833,检讨书的天花板，语文老师说这篇文章太风骚了，我读不出口！,\/\/i0.hdslb.com\/bfs\/archive\/2d41c4e9c6fcda97b63a77c89bbf39588e2afbe7.jpg,1503,31410,,http:\/\/www.bilibili.com\/video\/av209232662
21,21,BV17T4y1R7AH,87,1181753,2773,在一起快6年  从大学校园到出社会工作2年  结婚前被出轨  半条命没了  太痛苦太窒息了  请救救我救救我  怎么走出来啊,\/\/i0.hdslb.com\/bfs\/archive\/a77b2d4c49b14fdcfe4bad60271fa4a7e0daea99.jpg,11071,5714,2016.5.21-2021.9.28  整个青春都是他  半条命没了,http:\/\/www.bilibili.com\/video\/av934217188
21,22,BV1db4y1t78g,93,1174737,287,那些你以为买不起，但实际上并不贵的东西......【第二期】,\/\/i0.hdslb.com\/bfs\/archive\/def5302dde70d8f708056d969715da2e01270472.jpg,645,40447,被催爆的续集来了，这期分享一些日常就能用到的好物！例如希尔顿的高端床品，其实只要扒一下他们的供应商，你就能用200多的价格买到一模一样的产品！,http:\/\/www.bilibili.com\/video\/av634237783
21,23,BV1of4y1T7gw,50,1151840,286,当代大学生论文现状,\/\/i0.hdslb.com\/bfs\/archive\/5cd3b05d75be2a30196e9e4ba9798b7559a165c2.jpg,1278,11856,原视频来自youtube 祝大家开题和我一样顺利,http:\/\/www.bilibili.com\/video\/av379213009
21,24,BV1rg411K7mc,473,1126318,2259,我老部队的战友知道我是哥谭噩梦了！,\/\/i0.hdslb.com\/bfs\/archive\/593cbb96701552f5f3071aeebeb2835f53a3c9ac.jpg,3380,6744,其实真的挺尴尬吧,http:\/\/www.bilibili.com\/video\/av506567750
21,25,BV1Cf4y1T7VZ,53,1094793,1410,女生和谈了四年的男友说分手，发小作文后收到两个字，瞬间崩溃！,\/\/i0.hdslb.com\/bfs\/archive\/6aa5c3ae92b75af242b17dcb124867f8f9f06f50.jpg,4675,2611,女生和谈了四年的男友说分手，发小作文后收到两个字，瞬间崩溃！,http:\/\/www.bilibili.com\/video\/av379134657
21,26,BV15F411Y728,323,1090327,7970,背 公 式 大 赛,\/\/i0.hdslb.com\/bfs\/archive\/84427328a3d8f7c8511391c71acb75ed8271963d.jpg,3079,2136,今天班里举办背公式比赛！我声音最大！bgm Zack hemsey mind heist evlution,http:\/\/www.bilibili.com\/video\/av294087836
21,27,BV1bQ4y1m7Cx,929,1084329,7810,真实赶海！能不能吃上饭就靠这一波了！,\/\/i0.hdslb.com\/bfs\/archive\/8d16bf883783a28e9a72944741cf9470e55aca34.jpg,2818,7117,赶海都快吃不上饭了，求个三连投喂一下 更多生活中的凉风请参见→微博@凉风Kaze,http:\/\/www.bilibili.com\/video\/av719081958
21,28,BV1Lv411M7KV,826,1081118,5164,家人逼我办婚礼，我……,\/\/i0.hdslb.com\/bfs\/archive\/25c22f4f7d8490e93912865900fa06c4f944c5e7.jpg,3765,11451,混血宝宝曰：越来越离谱了这个人,http:\/\/www.bilibili.com\/video\/av251584574
21,29,BV1fq4y137kZ,836,1076548,19413,佳佳&#39;s纪念vlog｜领证过程实录&amp;搞笑回忆局｜本以为是很温情的领证vlog，喜剧人属性隐藏不住了,\/\/i0.hdslb.com\/bfs\/archive\/de3b302475b6d780efd876b30629d27d024a1f7a.jpg,6674,37053,重要的日子，留作纪念～,http:\/\/www.bilibili.com\/video\/av549167877
21,30,BV1L44y1v7Hy,561,1069255,6648,我和俄罗斯女友结婚啦！,\/\/i0.hdslb.com\/bfs\/archive\/4142a1c2db651c2e74a0bdd5258f0b1440176465.jpg,4022,14735,我和俄罗斯女友结婚啦！,http:\/\/www.bilibili.com\/video\/av976696962
21,31,BV1o44y1e7Xo,31,1062306,208,当代家长群现状,\/\/i0.hdslb.com\/bfs\/archive\/b40c7f3be3eb9ecbf65c8f896183da9e20e25ca9.jpg,573,6016,-,http:\/\/www.bilibili.com\/video\/av976672882
21,32,BV1g34y1Z7yw,17,1004036,128,将懒惰进行到底！！,\/\/i0.hdslb.com\/bfs\/archive\/77d50b479b90e03ae5a6a380f2f0bce2eac5845e.jpg,570,7505,-,http:\/\/www.bilibili.com\/video\/av806540323
